               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 487,            0.026972,            0.012679,           0.0079766,             0.99544,                   1,               0.995,             0.87223,            0.021043,           0.0081367,           0.0051689,           0.0003772,           0.0003772,           0.0003772
                 488,            0.027924,            0.015552,           0.0083938,             0.99544,                   1,               0.995,             0.87223,            0.021043,           0.0081367,           0.0051689,           0.0003574,           0.0003574,           0.0003574
                 489,            0.024849,             0.01399,           0.0069311,              0.9955,                   1,               0.995,             0.87349,            0.021056,           0.0081272,           0.0051725,           0.0003376,           0.0003376,           0.0003376
                 490,            0.027096,            0.015459,            0.007518,             0.99549,                   1,               0.995,             0.87289,            0.021047,           0.0081291,           0.0051751,           0.0003178,           0.0003178,           0.0003178
                 491,            0.027241,            0.015021,           0.0073511,             0.99548,                   1,               0.995,             0.87021,            0.021034,           0.0081234,           0.0051742,            0.000298,            0.000298,            0.000298
                 492,            0.027207,            0.014962,           0.0077932,             0.99548,                   1,               0.995,             0.87021,            0.021034,           0.0081234,           0.0051742,           0.0002782,           0.0002782,           0.0002782
                 493,            0.027724,            0.016602,           0.0073012,             0.99546,                   1,               0.995,             0.86923,            0.021037,           0.0081291,           0.0051717,           0.0002584,           0.0002584,           0.0002584
                 494,            0.027444,            0.017216,           0.0081351,             0.99545,                   1,               0.995,             0.87099,            0.021021,           0.0081272,           0.0051704,           0.0002386,           0.0002386,           0.0002386
                 495,            0.026474,            0.015331,           0.0068195,             0.99542,                   1,               0.995,              0.8748,            0.020943,           0.0081043,           0.0051724,           0.0002188,           0.0002188,           0.0002188
                 496,            0.028858,            0.016853,           0.0083552,             0.99542,                   1,               0.995,              0.8748,            0.020943,           0.0081043,           0.0051724,            0.000199,            0.000199,            0.000199
                 497,            0.028006,            0.015164,           0.0083083,             0.99539,                   1,               0.995,             0.87297,            0.020923,           0.0081005,           0.0051724,           0.0001792,           0.0001792,           0.0001792
                 498,            0.026914,            0.013883,            0.007294,             0.99542,                   1,               0.995,             0.87062,            0.020902,           0.0080967,           0.0051728,           0.0001594,           0.0001594,           0.0001594
                 499,            0.027381,            0.016323,           0.0076293,             0.99538,                   1,               0.995,             0.86944,            0.020903,           0.0080872,           0.0051715,           0.0001396,           0.0001396,           0.0001396
